referencia,doi_articulo_citante,anio_citado
"Omyła-Rudzka, Małgorzata. 2020. “Świadomość ekologiczna Polaków [Ecological awareness of the Polish society].” Public Opinion Research Center Research Announcement 163: 1-9.",10.21697/seb.5833,2020
"Shalaby NM, Abd-Alla HI, Ahmed HH, Basoudan N. Protective effect of Citrus sinensis and Citrus aurantifolia against osteoporosis and their phytochemical constituents. J Med Plants Res. 2011;5(4):579–88.",10.1186/s13065-024-01162-x,2011
"Singh AK, Vashisth A, Sehgal VK, Goyal A, Pathak H, Parihar SS (2014) Development of multi stage district level wheat yield forecast models. J Agric Phys 14(2):189–193",10.1007/s00484-024-02829-9,2014
"Ki, K. S., Kim, Y. J., Yoon, K. S., 2017, Breeding call characteristics and environmental factors of gold-spotted pond frog (Rana chosenica), Korean journal of environmental and ecology, 2017(2), 65.",10.5322/jesi.2024.33.11.863,2017
"Adewuyi AP, Lentswe LC (2021) Experimental verification of numerical models on the structural behaviour of concretes at elevated temperatures. J Multidiscip Eng Sci Stud 7(12):4195–4202",10.1617/s11527-024-02357-3,2021
"Nkomazana Fidelis (2016), Missionary Colonial Mentality and the Expansion of Christianity in Bechuanaland Protectorate, 1800 to 19001. Journal for the Study of Religion 29(2), 29 – 55.",10.46222/pharosjot.106.32,2016
"S. Nababan, A. Ayupir, and M. B. Souisa, “Efektifitas Buzz Froup dan Pendekatan Individual Dalam Upaya Pencegahan Pneumonia Pada Balita,” Jurnal Kesehatan Masyarakat, vol. 10, no. 4, 2022, doi: 10.14710/jkm.v10i4.32635.",10.30649/sbj.v3i3.121,2022
"Lee, D. (2008). The Legacy of Medieval Constitutionalism in the “Philosophy of Right”. History of Political Thought 29(4), pp. 601–34.",10.1163/26669773-bja10056,2008
"Victor, B., & Cullen, J. (1987). A theory and measure of ethical climate in organizations. Research in Corporate Social Performance and Policy, 9, 51–71.",10.1007/s12144-024-06958-7,1987
"Dudzińska Anna, „Wymagana informacja udzielana pacjentowi” Państwo i Prawo, z. 8 (2008): 90-102.",10.36128/priw.vi49.451,2008
"Dnevnik P.A. Valueva, ministra vnutrennikh del: v 2 t. T. 2: 1865–1876 gg. [Diary of P.A. Valuev, Minister of the Interior: In 2 Vols. Vol. 2: 1865–1876]. Moscow, Izd-vo Akad. nauk SSSR, 1961. 588 p.",10.15688/jvolsu4.2024.5.11,1961
