referencia,estado,fuente,doi,titulo_encontrado,autor_encontrado,anio_referencia,anio_encontrado,retractada,score_titulo,detalle
"A. Nitaj (2017). Post quantum cryptography. Malaysian Journal of Mathematical Sciences, 11(S), 1–28.",NO VERIFICABLE,,,,,2017,,,0.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Holmes, R. M., and L. N. Thomas, 2015: The modulation of equatorial turbulence by tropical instability waves in a regional ocean model. J. Phys. Oceanogr., 45, 1155–1173, https://doi.org/10.1175/JPO-D-14-0209.1.",VERIFICADA,Crossref,10.1175/jpo-d-14-0209.1,The Modulation of Equatorial Turbulence by Tropical Instability Waves in a Regional Ocean Model,Holmes,2015,2015,NO,1.0,
"Başaran B, Aksoylu C, Özkılıç YO, Karalar M, Hakamy A (2023) Shear behaviour of reinforced concrete beams utilizing waste marble powder. Structures, vol 54. Elsevier, Amsterdam, pp 1090–1100",VERIFICADA,Crossref,10.1016/j.istruc.2023.05.093,Shear behaviour of reinforced concrete beams utilizing waste marble powder,Başaran,2023,2023,NO,1.0,
The Clobal Competitiveness report 2020-2021. URL : http://reports.weforum.org/global-competitiveness-index-2020-2022/,NO VERIFICABLE,,,,,2020,,,0.67,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"J. Liang, B. Qu, D. Gong, and C. Yue. “Problem definitions and evaluation criteria for the CEC 2019 special session on multimodal multiobjective optimization,” Technical Report, Computational Intelligence Laboratory, Zhengzhou University, Zhengzhou, China, Mar. 2019.",VERIFICADA,Crossref,10.1109/cec.2019.8790329,Multimodal Multiobjective Optimization in Feature Selection,Yue,2019,2019,NO,0.6,
"Birstein, J.A. (1970) Additions to the fauna of isopods (Crustacea, Isopoda) of the Kurile-Kamchatka Trench. Part I. In: Bogorov, V.G. (Ed.), Fauna of the Kurile-Kamchatka Trench and its environment. Academy of Sciences of the USSR, P. P. Shirshov Institute of Oceanology, Moscow, 292–340.",NO VERIFICABLE,,,,,1970,,,0.42,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Johnson,C. (2002). What’s the big deal about temporary housing? types of temporary accommodation after disasters: example of the 1999 Turkish earthquakes, Proceedings of the 2002 TIEMS Disaster Management Conference, May 14-17, 2002 University of Waterloo, Canada.",METADATOS DUDOSOS,Crossref,10.1016/j.habitatint.2006.03.002,Impacts of prefabricated temporary housing after disasters: 1999 earthquakes in Turkey,Johnson,2002,2007,NO,0.67,Año citado (2002) no coincide con el registrado (2007)
"Debats D. (2003), Reflecting on newly available insights into Senator Joseph McCarthy’s times and methods: Remembering institutions as well as individuals, “Australasian Journal of American Studies”, 22(2), s. 92–101.",NO VERIFICABLE,,,,,2003,,,0.33,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Cuesta Bustillo, J. (2002): “Tiempo y recuerdo: dimensiones temporales de la memoria política (España 1936-2000)”, en C. Navajas Zubeldia, ed., Actas del III Simposio de Historia Actual. Logroño: Gobierno de La Rioja e Instituto de Estudios Riojanos, pp. 17-52.",NO VERIFICABLE,,,,,2002,,,0.4,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"ASTM D2290-08. Standard test method for apparent hoop tensile strength of plastic or reinforced plastic pipe by split disk method, American Society for Testing and Materials (ASTM), Philadelphia, USA, 2008.",VERIFICADA,Crossref,10.1520/d2290-00e01,Test Method for Apparent Hoop Tensile Strength of Plastic or Reinforced Plastic Pipe,,2008,,NO,1.0,
"Perrenoud, P. (2004), Desarrollar la práctica reflexiva en el oficio de enseñar: profesionalización y razón pedagógica, Barcelona, Graó.",NO VERIFICABLE,,,,,2004,,,0.33,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Zsolnai, László (2002). Ethics in the Economy: Handbook of Business Ethics, Peter Lang Ltd.",METADATOS DUDOSOS,Crossref,10.3726/978-3-0353-0423-7,Handbook of Business Ethics,,2002,2012,NO,1.0,Año citado (2002) no coincide con el registrado (2012)
Centers for Disease Control and Prevention . 2005-2006 examination data - continuous NHANES 2016. Available: https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=2005 [Accessed 4 May 2024].,NO VERIFICABLE,,,,,2005,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
Projekte. Unabhängige Treuhandstelle. URL: https://www.ths-greifswald.de/forscher/projekte/ [Accessed 09-08-2023],NO VERIFICABLE,,,,,2023,,,0.33,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Angus, I. (2008). The Myth of the Tragedy of the Commons. https://climateandcapitalism.com/2008/08/25/debunking-the-tragedy-of-the-commons/.",NO VERIFICABLE,,,,,2008,,,1.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"R. Bommasani , Considerations for Governing Open Foundation Models. Issue Brief Human, Stanford HAI (Elsevier, 2023).",VERIFICADA,Crossref,10.1126/science.adp1848,Considerations for governing open foundation models,Bommasani,2023,2024,NO,1.0,
United Nations Economic Commission for Europe. 2021. Urban and Peri-urban Forest Ecosystems for Green Recovery.,NO VERIFICABLE,,,,,2021,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Szpara Justyna, „Prawo do informacji medycznej w relacjach pacjenta z lekarzem” Prawo i Medycyna, nr 4 (1999): 135-139.",NO VERIFICABLE,,,,,1999,,,0.8,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Williams, A.B. 1984. Shrimps, Lobsters, and Crabs of the Atlantic Coast of the Eastern United States, Maine to Florida.",VERIFICADA,Crossref,10.2307/1352125,"Shrimps, Lobsters, and Crabs of the Atlantic Coast of the Eastern United States, Maine to Florida",Wenner,1984,1985,NO,1.0,
"Vasiliev, V. I. (2000). German federalism: problems of development. Moscow: Sputnik + Company. 407 p. (In Russ.).",VERIFICADA,Crossref,10.30570/2078-5089-2000-15-1-149-160,German Federalism: New Tendencies,Vasiliev,2000,2000,NO,0.67,
"Hasegawa T, Kida Y, Kato T, Iizuka H, Kuramitsu S, Yamamoto T. Long-term safety and efficacy of stereotactic radiosurgery for vestibular schwannomas: evaluation of 440 patients more than 10 years after treatment with Gamma Knife surgery. J Neurosurg. 2013;118(3):557–565.",VERIFICADA,Crossref,10.3171/2012.10.jns12523,Long-term safety and efficacy of stereotactic radiosurgery for vestibular schwannomas: evaluation of 440 patients more than 10 years after treatment with Gamma Knife surgery,Hasegawa,2013,2013,NO,1.0,
"Cao, J., Polymerization of carbon nitride-experimental and theoretical investigation. 2006, Freie Universität Berlin.",VERIFICADA,Crossref,10.1163/_afco_asc_1227,"Freie Universität Berlin, Sozialwissenschaftliche Bibliothek",,2006,,NO,0.6,
"Fisher, H. (2004). Why we love: The nature and chemistry of romantic love. Holt.",NO VERIFICABLE,,,,,2004,,,0.64,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"CHAPANI, Diego; CAVASSAN, Osmar. O estudo do meio como estratégia para o Ensino de Ciências e Educação Ambiental. Minesis, Bauru, v. 18, n. 1, p. 19-30, 1997.",NO VERIFICABLE,,,,,1997,,,0.62,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"HOOKS, Bell. E eu não sou uma mulher? mulheres negras e feminismo. 12. ed. Rio de Janeiro: Rosa dos Tempos, 2023.",NO VERIFICABLE,,,,,2023,,,0.43,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Reiss, K. (1971/2000) Translation Criticism: The Potentials and Limitations: Categories and Criteria for Translation Quality Assessment. St Jerome Publishing.",METADATOS DUDOSOS,Crossref,10.4324/9781315760407,Translation Criticism – The Potentials and Limitations,Reiss,1971,2014,NO,1.0,Año citado (1971) no coincide con el registrado (2014)
"Rezaieseresht H.; Shobeiri S.S.; Kaskani A.; Chenopodium botrys essential oil as a source of sesquiterpenes to induce apoptosis and G1 cell cycle arrest in cervical cancer cells. Iran J Pharm Res 2020,19(2),341-351",NO VERIFICABLE,,,,,2020,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"USPTO Office of Public Affairs. 1994. “United States Patent and Trademark Office.” United States Patent and Trademark Office - An Agency of the Department of Commerce, December 1, 1994. https://www.uspto.gov/.",VERIFICADA,Crossref,10.18260/1-2--27371,United States Patent and Trademark Office,Cabeca,1994,,NO,1.0,
"Gaines, G.L. (1966). Insoluble Monolayers at Liquid-Gas Interface, John Wiley & Sons Interscience.",NO VERIFICABLE,,,,,1966,,,0.75,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Rorty, Richard. 1993. “Putnam and the Relativist Menace,” The Journal of Philosophy, Vol. 90, No. 9, 443–461.",VERIFICADA,Crossref,10.2307/2940859,Putnam and the Relativist Menace,Rorty,1993,1993,NO,1.0,
"PPA. (2011). Public procurement act no.7 of 2011. The Gazette of the United Republic of Tanzania No.52, 92(9), 1–159.",VERIFICADA,Crossref,10.5089/9781455279579.002,United Republic of Tanzania,,2011,2011,NO,1.0,
"Sümer N, Sendağ AM. Attachment to parents during middle childhood, self-perceptions, and anxiety. Turk Psıkol Derg. 2009, 24:86-101.",NO VERIFICABLE,,,,,2009,,,0.67,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
Xie H (2021) Role of hsa_circ_0001613 in the replication of Zika virus and its underlying mechanism. Peking Union Medical College,NO VERIFICABLE,,,,,2021,,,0.12,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Tiegoum Wembe J (2023) Étude expérimentale et numérique du comportement à haute température du béton de granulat de gneiss et basalte (Doctoral dissertation, CY Cergy Paris Université)",VERIFICADA,Crossref,10.70675/dece5f02zb0a6z40e7zb4afz2d3207e55061,Étude expérimentale et numérique du comportement à haute température du béton de granulat de gneiss et basalte,,2023,,NO,1.0,
"Razi, Gh. A. Al- Mantegh in Tahrir-al- Ghavaed al Manteghiye Bidar, Ghom, Iran, ed. 6, 2015.",NO VERIFICABLE,,,,,2015,,,0.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
Rakhmatullaev M. A. Funktcional`naia struktura integrirovannoi` intellektual`noi` sistemy` dlia formirovaniia i poiska nauchnoi` informatcii // SAI. 2023. № Special Issue 3. URL: https://cyberleninka.ru/article/n/funktsionalnaya-struktura-integrirovannoyintellektualnoy-sistemy-dlya-formirovaniya-i-poiska-nauchnoy-informatsii.,NO VERIFICABLE,,,,,2023,,,0.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Finke, M.D., 2002. Complete nutrient composition of commercially raised invertebrates used as food for insectivores. Zoo Biology 21: 269-285. https://doi.org/10.1002/zoo.10031",VERIFICADA,Crossref,10.1002/zoo.10031,Complete nutrient composition of commercially raised invertebrates used as food for insectivores,Finke,2002,2002,NO,1.0,
"Putri, Nefa Sari. 2016. “Evaluasi Dampak Lingkungan Pembangkit Listrik Tenaga Uap (PLTU) Di Gampong Suak Puntong Kecamatan Kuala Pesisir Kabupaten Nagan Raya.” Tesis 1–180.",NO VERIFICABLE,,,,,2016,,,0.69,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Jasim A.H.H., Ögren N., Minovski D., Andersson K. Packet probing study to assess sustainability in available bandwidth measurements: Case of high-speed cellular networks. J. Wirel. Mob. Netw. Ubiquitous Comput. Dependable Appl. 2020",NO VERIFICABLE,,,,,2020,,,0.55,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"NICE . NICE health technology evaluations: the manual (PMG36), 2022. Available: https://www.nice.org.uk/process/pmg36/chapter/economic-evaluation#the-reference-case-framework [Accessed 15 Feb 2024].",NO VERIFICABLE,,,,,2022,,,0.36,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Montalbán, A., Sánchez, C.J., Hernández, F., Schiavone, A., Madrid, J. and Martı́nez-Miró, S., 2022. Effects of agro-industrial byproduct-based diets on the growth performance, digestibility, nutritional and microbiota composition of mealworm (Tenebrio molitor L.). Insects 13: 323. https://doi.org/10.3390/insects13040323",VERIFICADA,Crossref,10.3390/insects13040323,"Effects of Agro-Industrial Byproduct-Based Diets on the Growth Performance, Digestibility, Nutritional and Microbiota Composition of Mealworm (Tenebrio molitor L.)",Montalbán,2022,2022,NO,1.0,
"Agarkov V. I. Formation, evaluation and correction of the way of life of students: methodical additions. 2001.",NO VERIFICABLE,,,,,2001,,,1.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"X. Zhao, D. Liang, C. Zhang, H. Rong, and N. Li, Rare Met. Mater. Eng. 49, 3510 (2020).",NO VERIFICABLE,,,,,2020,,,0.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"NIAID (2023) Human Immunology Project Consortium (HIPC) [updated October 10, 2023. Available from: https://www.niaid.nih.gov/research/human-immunology-project-consortium",NO VERIFICABLE,,,,,2023,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Randles, C. A., and Coauthors, 2017: The MERRA-2 aerosol reanalysis, 1980 onward. Part I: System description and data assimilation evaluation. J. Climate, 30, 6823–6850, https://doi.org/10.1175/JCLI-D-16-0609.1.",VERIFICADA,Crossref,10.1175/jcli-d-16-0609.1,"The MERRA-2 Aerosol Reanalysis, 1980 Onward. Part I: System Description and Data Assimilation Evaluation",Randles,2017,2017,NO,1.0,
"Global Animal Healt Association, Animal breeding [İnternet]. 2019, [Erişim tarihi 17 Mayıs 2019]. Erişim_adresi: https://healthforanimals.org/zoonoses.html.",NO VERIFICABLE,,,,,2019,,,0.25,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Nicholson, A. (Host). (2021, 3 juin). Eco-social work from a professional training perspective [podcast episode]. Dans Eco Social Work in Australia. HOPE. https://newworldviews.podbean.com/e/eco-social-work-from-a-professional-training-perspective/",NO VERIFICABLE,,,,,2021,,,0.8,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Towers, Columns. University of Western Ontario: Chemical and Biochemical Engineering Department; 2003, https://instruct.uwo.ca/engin-sc/cbe497/Doc/Icarus/ir08.pdf.",NO VERIFICABLE,,,,,2003,,,0.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Alani, M. (2014). Behavior of High Performance Concrete by using waste plastic as Aggregate, Msc thesis of Baghdad University.",METADATOS DUDOSOS,Crossref,10.14359/13063,Norway Bridges Using High Performance Lightweight Aggregate Concrete,,2014,2004,NO,0.62,Año citado (2014) no coincide con el registrado (2004)
"Dewey, John. 1971. Reconstruction in Philosophy, Boston, Beacon Press.",NO VERIFICABLE,,,,,1971,,,0.42,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"İnce Aka, E., & Yilmaz, M. (2018). A study on the examination of the unemployment anxiety of prospective science teachers. Journal of Research in Education and Society, 5 (1), 105-123.",VERIFICADA,Crossref,10.22158/wjer.v4n4p537,Examination of Expection and Anxiety States in the Science Laboratory in Science Education,AKA,2018,2017,NO,0.62,
Perinchery A. (2022 February 02). We’re killing the environment and there’s a word for it – Ecocide. Science: The Wire. https://science.thewire.in/environment/explained-ecocide-international-crime-climate-change/,VERIFICADA,Crossref,10.1332/policypress/9781529217759.003.0007,Climate Change and the Geographies of Ecocide,,2022,2022,NO,0.75,
"[5]. F. Sabatino, ""Quadrotor control: modeling, nonlinear control design, and simulation,"" ed, (2015).",VERIFICADA,Crossref,10.1201/b18852-3,"System Modeling, Simulation, and Control",,2015,2015,NO,0.75,
"Muñoz, K. D. (2022). Intervención psicosocial a 5 familias víctimas del conflicto armado colombiano en situación de desplazamiento forzado residentes del municipio de La Sierra departamento del Cauca. [Trabajo de grado, Universidad Nacional Abierta y a Distancia]. https://repository.unad.edu.co/bitstream/handle/10596/50958/kdmunoza.pdf?sequence=1",NO VERIFICABLE,,,,,2022,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Pauls K (2023) Medical students interest in being family doctors on decline even as provinces boost training spots, accessed. https://www.cbc.ca/news/health/medical-students-family-doctors-declining-interest-1.6801372. 18 Feb 2025.",NO VERIFICABLE,,,,,2023,,,0.83,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Brehm W, Pahmeier I, Tiemann M, Wagner P, Bös K (2014) Psychosoziale Ressourcen: Stärkung von psychosozialen Ressourcen im Fitness- und Gesundheitssport. Deutscher Turner-Bund, Frankfurt a.M.",NO VERIFICABLE,,,,,2014,,,0.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
Lem M. Animal welfare: barriers to accessible veterinary care bien-être des animaux. Can Vet J. 2019;60:3.,NO VERIFICABLE,,,,,2019,,,0.75,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Tschinkel, W.R. and Willson, C.D., 1971. Inhibition of pupation due to crowding in some tenebrionid beetles. Journal of Experimental Zoology 176: 137-145. https://doi.org/10.1002/jez.1401760203",VERIFICADA,Crossref,10.1002/jez.1401760203,Inhibition of pupation due to crowding in some tenebrionid beetles,Tschinkel,1971,1971,NO,1.0,
"Pagaila RA. Semiconductor device and method of dual-molding die formed on opposite sides of build-up interconnect structures. US, US8039304B2.",NO VERIFICABLE,,,,,,,,0.38,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Beck, Z., Teacy, L., and Rogers, A. Online Planning for Collaborative Search and Rescue by Heterogeneous Robot Teams; In Proceedings ofthe 15th International Conference on Autonomous Agents and Multiagent Systems, Singapore, 9–13 May 2016.",VERIFICADA,Crossref,10.65109/bmum1634,Online Planning for Collaborative Search and Rescue by Heterogeneous Robot Teams,Beck,2016,2016,NO,1.0,
"Miall A D (2002). Architecture and sequence stratigraphy of Pleistocene fluvial systems in the Malay Basin, based on seismic time-slice analysis. AAPG Bull, 86(7): 1201–1216",VERIFICADA,Crossref,10.1306/61eedc56-173e-11d7-8645000102c1865d,"Architecture and Sequence Stratigraphy of Pleistocene Fluvial Systems in the Malay Basin, Based on Seismic Time-Slice Analysis",Miall,2002,2002,NO,1.0,
"Richet, Isabelle. “Locais, Redes, Espaços: A Imprensa Anglófona na Itália.” Revista Escritos 10, no. 10 (2016): 125–148. http://escritos.rb.gov.br/numero10/artigo07.pdf (Last consulted 3 January 2022).",NO VERIFICABLE,,,,,2016,,,0.33,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Smetana, S., Toepfl, S., Heinz, S. and Heinz, V., 2020. Modularity of insect production and processing as a path to efficient and sustainable food waste treatment. Journal of Cleaner Production 248: 119248. https://doi.org/10.1016/j.jclepro.2019.119248",VERIFICADA,Crossref,10.1016/j.jclepro.2019.119248,Modularity of insect production and processing as a path to efficient and sustainable food waste treatment,Ites,2020,2020,NO,1.0,
"Remini, B., & Hallouche, W. (2005). Prediction of sedimentation in Maghreb dams. Larhyss Journal, 4, pp. 69-80.",NO VERIFICABLE,,,,,2005,,,0.2,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"4. Almeida, et.al (2016). Research fundamentals from concept to output: a guide for researchers & thesis writers. Philippines: Adriana Publishing.",NO VERIFICABLE,,,,,2016,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Environmental Conscience . Causes, effects and solutions for famine.",NO VERIFICABLE,,,,,,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Moore, J. W. (2015). Capitalism in the web of life: Ecology and the accumulation of capital. Verso Books.",NO VERIFICABLE,,,,,2015,,,0.88,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Shenhav, Y. 2004. “Coloniality and the Postcolonial Condition.” In Coloniality and the Postcolonial Condition: Implications for Israeli Society, edited by Y. Shenhav, 9–21. Jerusalem: Van Leer Jerusalem Institute and Hakibbutz Hameuchad Publishing House. (in Hebrew)",NO VERIFICABLE,,,,,2004,,,0.29,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Ogieglo, W. (2014). In-Situ Spectroscopic Ellipsometry for Studies of Thin Films and Membranes. [Ph.D. Thesis, University of Twente].",VERIFICADA,Crossref,10.3990/1.9789036536318,In-Situ spectroscopic ellipsometry for studies of thin films and membranes,Ogieglo,2014,,NO,1.0,
"Federation, M.I . Atlas of ms. 2023. Available: https://www.atlasofms.org/map/global/epidemiology/number-of-people-with-ms [Accessed 16 Feb 2024].",NO VERIFICABLE,,,,,2023,,,0.25,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Parmar, R.N., and Jain, A. (2021) A Verilog Implementation and Performance Analysis of Polar Encoder and Decoder for Next Generation Communication Application. Journal of Emerging Technologies and Innovative Research, 8(2), 1751–1756. https://www.jetir.org/view?paper=JETIR2102212.",NO VERIFICABLE,,,,,2021,,,0.38,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Daoudi H, Lahlou G, Degos V, Sterkers O, Nguyen Y, Kalamarides M. Improving facial nerve outcome and hearing preservation by different degrees of vestibular schwannoma resection guided by intraoperative facial nerve electromyography. Acta Neurochir (Wien). 2020;162(8):1983–1993.",VERIFICADA,Crossref,10.1007/s00701-020-04397-4,Improving facial nerve outcome and hearing preservation by different degrees of vestibular schwannoma resection guided by intraoperative facial nerve electromyography,Daoudi,2020,2020,NO,1.0,
"Mandal U, Panda M, Mahalik G (2020) Overview on nativity, diversity and uses of invasive alien plant species in Odisha, India. In: Susanta BK, Sanjeet K (eds) Medico-Biowealth of Odisha. APRF, pp 22–39",NO VERIFICABLE,,,,,2020,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Kalita, A.А. & Klimeniuk, А.V. (2004). Funkcional'no-jenergeticheskij podhod: mehanizm aktualizacii jemocional'no-pragmaticheskogo potenciala vyskazyvanija [Functional energetic approach: mechanism of utterance’s emotional and pragmatic potential actualization]. Bulletin of V.N. Karazin Kharkiv National University. Series: Romanic and Germanic Philology, 635, 70–74. [In Russian].",VERIFICADA,Crossref,10.26565/2227-1864,"The Journal of V. N. Karazin Kharkiv National University, Series ""Philology""",,2004,,NO,0.86,
"Gligorescu, A., Fischer, C.H., Larsen, P.F., Norgaard, J.V. and Heckman, L.-H.L., 2020. Production and optimization of Hermetia illucens (L.) larvae reared on food waste and utilized as feed ingredient. Sustainability 12: 9864. https://doi.org/10.3390/su12239864",VERIFICADA,Crossref,10.3390/su12239864,Production and Optimization of Hermetia illucens (L.) Larvae Reared on Food Waste and Utilized as Feed Ingredient,Gligorescu,2020,2020,NO,1.0,
"Geertz, C. (1968). Islam observed: Religious development in Morocco and Indonesia. Yale University Press.",NO VERIFICABLE,,,,,1968,,,0.73,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"(2023, November 08). Real Minimum Wages. Available online: https://stats.oecd.org/index.aspx?DataSetCode=RMW.",VERIFICADA,Crossref,10.1787/579848bd-en,Earnings: Real minimum wages (Edition 2023),,2023,2024,NO,0.67,
"IARC. ( 2016.). ‘International Agency for Research on Cancer -Summaries & Evaluations- Potassium Bromate (Group 2B)’,. http://www.inchem.org/documents/iarc/vol73/73-17.html, and http://www.inchem.org/",METADATOS DUDOSOS,Crossref,10.1080/01926230600824819,International Agency for Research on Cancer (IARC) 〈http://www.iarc.fr〉,Cogliano,2016,2006,NO,1.0,Año citado (2016) no coincide con el registrado (2006)
"Johnson-Roberson, M., Barto, C., Mehta, R., Sridhar, S.N., Rosaen, K., and Vasudevan, R. (June, January 29). Driving in the Matrix: Can virtual worlds replace human-generated annotations for real world tasks?. Proceedings of the IEEE International Conference on Robotics and Automation (ICRA), Singapore.",VERIFICADA,Crossref,10.1109/icra.2017.7989092,Driving in the Matrix: Can virtual worlds replace human-generated annotations for real world tasks?,Johnson-Roberson,,2017,NO,1.0,
"Sérazin, G., A. Di Luca, A. Sen Gupta, M. Rogé, N. C. Jourdain, D. Argüeso, and C. Y. S. Bull, 2021: East Australian cyclones and air-sea feedbacks. J. Geophys. Res. Atmos., 126, e2020JD034391, https://doi.org/10.1029/2020JD034391.",VERIFICADA,Crossref,10.1029/2020jd034391,East Australian Cyclones and Air‐Sea Feedbacks,Sérazin,2021,2021,NO,1.0,
"Colley J, Subedi B & Rosner, R (2018) Adolescent offenders with mental disorders. 2. (American Psychological Association)",VERIFICADA,Crossref,10.1037/0000065-023,Adolescent offenders with mental disorders.,Colley,2018,,NO,1.0,
"Bass, Bernard M. (1985). Leadership and Performance Beyond Expectations, Free Press.",NO VERIFICABLE,,,,,1985,,,1.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Hegel, G. W. F. (1991). Elements of the Philosophy of Right, edited by Allen W. Wood. Cambridge: Cambridge University Press.",NO VERIFICABLE,,,,,1991,,,0.86,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
Zijlstra Judith. 2021. “Stay Close Go Far. The Stepwise Migration of Iranian Students and Academics.” PhD thesis. Faculty of Social and Behavioural Sciences (FMG). Amsterdam Institute for Social Science Research (AISSR). University of Amsterdam. https://dare.uva.nl/search?identifier=e5e28e67-ed2a-4335-8a4c-7f166aa2f505.,NO VERIFICABLE,,,,,2021,,,0.14,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"AOSA, 1983. Seed vigor hand testing book, contribution No. 32 to the Handbook on seed testing. Association of Official Seed Analysis, Springfield.",NO VERIFICABLE,,,,,1983,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Azoulay, A. 2001. Death’s Showcase: The Power of Image in Contemporary Democracy. Cambridge, MA: MIT Press.",NO VERIFICABLE,,,,,2001,,,0.33,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Рудаков А.В. Богдоханские дворцы и книгохранилища в Мукдени. Результаты командировки летом 1901 г. в Мукдень. Владивосток: Тип. Т-ва Сущинский и Ко, 1901.",NO VERIFICABLE,,,,,1901,,,0.07,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Cumhuriyet Gazetesi (1964, Kasım 24). s.1. Erişim adresi: egazete.cumhuriyet.com.tr/yayinlar",NO VERIFICABLE,,,,,1964,,,0.4,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Pennsylvania State Climatologist [WWW Document], n.d. URL https://climate.met.psu.edu/data/ida/index.php?t=3&x=faa_hourly&id=KPNE (accessed 7.23.23).",NO VERIFICABLE,,,,,,,,0.44,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Yu X H, Li S L, Tan C P, Huo J H, Zhang C, Zhao C F (2018b). Coarse coarse-grained deposits and the irreservoir characterizations: a look back to see forward and hot issues. J Palaeogeogr, 20(5): 713–726",NO VERIFICABLE,,,,,,,,0.33,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
